,authors,doi,doiUrl,entities,id,inCitations,journalName,journalPages,journalVolume,outCitations,paperAbstract,pdfUrls,pmid,s2PdfUrl,s2Url,sources,title,venue,year
10,"[{'name': 'R B Melnyk', 'ids': ['34192776']}, {'name': 'J D Hallonquist', 'ids': ['3664617']}, {'name': 'J M Martin', 'ids': ['3704411']}]",,,"['Adipocytes', 'Adipogenesis', 'Adipose tissue', 'Biological Assay', 'Equilibration disorder', 'Glucose', 'Hypothalamic structure', 'Insulin Resistance', 'Liquid Chromatography', 'Obesity', 'Platelet Glycoprotein 4, human', 'Reaching', 'energy balance']",f201a5bbdd1b5a4f6d47844dc0364e4852977d4b,[],The American journal of physiology,R355-9,249 3 Pt 2,[],"Acid extracts of bovine hypothalamus stimulate lipogenic activity in adipose tissue. We employed a rat fat cell bioassay system to determine whether tissue concentrations of the active material vary as a function of spontaneous alterations in energy balance in hibernators and/or the obesity resulting from bilateral electrolytic lesions of the ventromedial area of the hypothalamus in rats. When hypothalamic extracts and partially purified plasma were fractionated using reverse-phase high-pressure liquid chromatography, both the void volume and material eluting 17 min after the start of a 25-min linear methanol gradient enhanced glucose incorporation into total lipid. Activities eluting with these two fractions were positively correlated with one another and were independent of insulin. The results indicate that a hypothalamic lipogenic factor (LHF) is detectable in plasma, that hypothalamic and circulating LHF concentrations vary in a reciprocal manner, and that elevations in plasma LHF concentration are associated with insulin resistance. The data suggest that the central regulation of lipogenesis is at least partially mediated by a hypothalamic humoral factor reaching fat depots via the circulation.",[],4037120v1,,https://semanticscholar.org/paper/f201a5bbdd1b5a4f6d47844dc0364e4852977d4b,['Medline'],Neurohumoral stimulation of lipogenesis during altered states of energy balance.,The American journal of physiology,1985
11,"[{'name': 'Bolong Huang', 'ids': ['39504663']}]",10.1021/acs.inorgchem.5b02061,https://doi.org/10.1021/acs.inorgchem.5b02061,"['Conduction Phenomenon', 'Doping in Sports', 'Emission - Male genitalia finding', 'Energy, Physics', 'Ions', 'Lanthanoid Series Elements', 'Materials', 'Relay Device Component', 'Stimulation (motivation)', 'Thermodynamics', 'luminescence']",fb0342f6fd493f07292b58c304e809a33f27e028,['8d81637997ee86bdde6413b57194be5707003d97'],Inorganic chemistry,11423-40,54 23,[],"We studied native point defects as well as Eu and Dy ion doping in CaS by the simple DFT + Hubbard U method. The electronic properties and formation energies of native point defects and dopants have been discussed. We found the neutral S vacancy has the lowest energy of 0.62 eV under the Ca-rich limit. The Schottky pair is another dominant defect with a cost of 1.51 eV per defect site from S-rich to Ca-rich chemical potential limits. Our calculations on the thermodynamic transition levels confirm the experimental observed intrinsic blue two-peak broad band emissions stimulated by near-infrared range irradiation for undoped CaS. Both Eu and Dy show an energetic favorable trend to be substitutionally doped in the CaS lattice. All of the positive charge states of the Eu ion contribute localized recombination trapping level in the gap while having very deep donor transition levels. The neutral state of Dy contributes to the occupied 4f level localized 1.3 eV below the conduction band edge with very shallow donor type transition level (0/+) of 0.56 eV below the conduction band. All of the positive charge states of Dy have two shallow 5d levels with 0.4 and 0.6 eV below the conduction band. In this work, we further analyzed that the Dy dopant contributed deeper trap levels in the CaS materials that can store the electron carriers with more evenly, wider, and deeper range of levels distributed so that they lengthen the decay-time of the persistent luminescence. The related 980 nm photo-stimulated luminescence is actualized with the help of native defects like VS(0), VS(+), and STK(-) as relay centers for a possible up-converted luminescence. We also summarized a narrow doping limit energy which has been determined as 1.33 eV constantly in CaS independent to different chemical potential limits. This gives a solid theoretical reference for lanthanide ion doping experiments in CaS.",[],26593050v1,,https://semanticscholar.org/paper/fb0342f6fd493f07292b58c304e809a33f27e028,['Medline'],Native Point Defects in CaS: Focus on Intrinsic Defects and Rare Earth Ion Dopant Levels for Up-converted Persistent Luminescence.,Inorganic chemistry,2015
12,"[{'name': 'O Eiken', 'ids': ['6282817']}]",,,"['Blood Volume', 'Body position', 'Cardiac Output', 'Cerebrovascular accident', 'Electric Capacitance', 'Increment', 'Lactic acid', 'Leg', 'Lower Body Negative Pressure', 'Mercury', 'Muscle', 'Myalgia', 'Myocytes, Smooth Muscle', 'Oxygen', 'Perfusion (procedure)', 'Stroke Volume', 'Suction drainage', 'Systolic Pressure', 'Total Peripheral Resistance', 'Workload', 'attribution', 'explanation']",3abe524586ee28ac2f4622493a590b898e4ea16c,"['9d02c51e8cde82c2ff5d05c192d6938b195edcf7', '7789c7d586e5c6cfa45235a904a9a07b9adfb14d', '35d0d6ff37443f7d127b7c55c55bca3513d5f342', 'af527f05ea661f2336347071be798f576196c9ef', '186a7d787f9cac743cf8d7009bd2b3b63df01e10', 'ce14c30c6239a6d08ca9e566152aa1543063181e', '076ecf535b58b70f88269102c2f4e92d58d7ca67', '9720d368ed156a437f71ac0460843ba0a21a0990', '2c5b96fe95f2239ebffadb93102fec89aca5ac1f', '017584ce7aa3b9cfba5dacb0fd9ed8e434a30ecc', '3c5b981666f947d60a423d8822e61b2f7dcd4801', '57017b57f8d318432d5a5e0134f2a85d521d46c8', '23403252909f3efe2f0c97b4aa5a2819390c70f8', 'ebc3dc9dbd8a12bbc1101012f2ad2d36df060815']",Acta physiologica Scandinavica. Supplementum,Jan-37,566,[],"The influences of induced alterations in muscle perfusion pressure on the physiological responses to rhythmic exercise in man were investigated. The experiments were carried out in healthy subjects performing leg exercise on a cycle ergometer at light to exhaustive work intensities. Increased muscle perfusion pressure was brought about by exposing the working legs of the supine subject to a subatmospheric pressure of -50 mm Hg (Lower Body Negative Pressure, LBNP), decreased perfusion pressure by instead applying a supraatmospheric pressure of 50 mm Hg (Leg Positive Pressure, LPP). In this way, the perfusion pressure in dynamically exercising large muscle groups could be altered in a controlled fashion. The influences of such manipulation of the perfusion pressure on the physiological adjustments to incremental-load exercise were studied and analysed. The main results and conclusions were as follows: (1) Exercise-induced increases in cardiac output were attenuated by LBNP, an effect caused by curtailment of stroke volume secondary to suction-induced sequestration of blood volume in capacitance vessels not affected by the action of the leg muscle pump. This situation resembles that of dynamic leg exercise in the upright body position. Thus, supine exercise with LBNP at -50 mm Hg seems to be a valid model of upright leg exercise, not only in that it increases perfusion pressure in working muscles but also by causing similar changes in the central circulation as a shift from supine to upright leg exercise. (2) Exercise-induced increases in systolic arterial pressure were markedly exaggerated by LPP, an effect attributable to increased exercise responses in both cardiac output and total peripheral resistance. The exaggerated pressor response supports the notion of a muscle chemoreflex drive in response to flow-restricted exercise tending to reduce the existing flow error. (3) Exercise-induced increases in O2 uptake and blood lactate concentration were both attenuated by LBNP and exaggerated by LPP. The changes in blood lactate levels are attributable to perfusion-pressure dependent variations in muscle blood flow, resulting in opposite changes in the share contributed by anaerobic metabolism to the energy release. Possible explanations for the fact that impaired muscle perfusion was associated with increased O2 uptake at given external work loads are discussed. (4) Exercise-induced responses of the pulmonary ventilation were attenuated by LBNP and markedly exaggerated by LPP.(ABSTRACT TRUNCATED AT 400 WORDS)",[],3480686v1,,https://semanticscholar.org/paper/3abe524586ee28ac2f4622493a590b898e4ea16c,['Medline'],Responses to dynamic leg exercise in man as influenced by changes in muscle perfusion pressure.,Acta physiologica Scandinavica. Supplementum,1987
13,"[{'name': 'S N Ziubin', 'ids': ['16743375']}]",,,['Milk (body substance)'],89fb65e37c4df9ef2731682da30f6fee3f64a34e,[],Veterinariia,94-6,45 11,[],,[],5757237v1,,https://semanticscholar.org/paper/89fb65e37c4df9ef2731682da30f6fee3f64a34e,['Medline'],[Causes of high milk acidity].,Veterinariia,1968
14,"[{'name': 'Jia Qi', 'ids': ['22355640']}, {'name': 'Zhen Yi Hong', 'ids': ['32347014']}, {'name': 'Hong Xin', 'ids': ['1755430']}, {'name': 'Yi Zhun Zhu', 'ids': ['38845376']}]",,,"['Alkaloids', 'Anticoagulants', 'Artemisia herba-alba', 'Brain Ischemia', 'Cerebral Infarction', 'Cerebral Ischemia', 'Cerebral cortex', 'Cytochromes', 'Deoxyuridine', 'Free Radicals', 'Heart Diseases', 'In Situ Nick-End Labeling', 'Infarction', 'Ischemia', 'Membrane Potential, Mitochondrial', 'Membrane Potentials', 'Middle Cerebral Artery Occlusion', 'Mitochondria', 'Mitochondrial Diseases', 'Mitochondrial Inheritance', 'Mitochondrial Membranes', 'Myocardial Ischemia', 'Negative Regulation of Apoptosis', 'Nerve Degeneration', 'Occlusion of artery (disorder)', 'Oxygen', 'Reactive Oxygen Species', 'Structure of cerebral artery', 'Structure of middle cerebral artery', 'cerebral artery occlusion', 'deoxyuridine triphosphate', 'leonurine']",017fa61fadd8ad48fa1be2c64602ea108aaf4647,"['9a589a117cc8dc5d8d506139b342f9161192c800', '1e1e955961f228de0d62bd9b584551736e2005ea', '4e49f0e70aca2fc0ecd5823070cfb8d0982d5015', '5deefd47fc2c8d221c56c611336ad217be86f455', '165dbf3eb63cc18b5bb5d834e5e08dd3d5cd1c13', '6a1cb95d3cec56ae7be2c975773a89938ea88ad2', 'b321354ddec847de0242b28defc46062d7507b35', '5e195388bee075ab1b126d9d38f3eb376e4c51d0', '6efd3ec5a756b9ffe9b785ba0a1c5649c63ae837', '252683d273547c20c9cd25c4fd27e51a4351b1d8', '070da3590193f9d43b39add60930abd9d75d9ecf', '86464ccb9de32c848c08f080732f78e9312ec4ff', '5db339eb1aab006721614e9b20d5c06f994a2d1d', '8702499c979118f637e0cf33492fdb826d30d441', '14a78dc8c8b6411acddc533c3e219c164e7708a6', '63877237e9cf68a74647ecff060d10d557a4bd6f', 'e6e4270c6d2c9ecc3277e81d50ac7098c14cccba', '8b19ef346ceb0fa6662dcb4c45f974d937910b80', 'fb2b81147781700d41b302b10ef1c20c87322d92', 'f9a136865e6c1399a2c4d35aab322f052f0b95c6']",Biological & pharmaceutical bulletin,1958-64,33 12,[],"Ischemic brain is particularly susceptible to free radicals mediated secondary neuronal damage, especially mitochondrial dysfunctions. Chinese Herbal Medicine with antioxidant properties is believed to have potential therapeutic effect. Leonurine, an alkaloid present in Herba Leonuri (HL), has shown biological effects such as antioxidant, anticoagulant, anti-apoptosis and protection against ischemic heart disease. In this study, neuroprotective effects of leonurine against cerebral ischemia/reperfusion-induced mitochondrial dysfunctions in cortex were evaluated. We used transient rat middle cerebral artery occlusion (MCAO) model of brain ischemia. The rats were treated with their respective treatments for 1 week prior to the MCAO. We found that leonurine significantly improved neurological outcome and reduced ischemia/reperfusion (I/R)-induced cerebral infarction 24 h after MCAO. Leonurine decreased reactive oxygen species (ROS) level in mitochondria isolated from ischemic cortex, which was increased by MCAO. Terminal deoxyuridine triphosphate (dUTP) Nick-End Labeling (TUNEL) staining showed anti-apoptotic effect of leonurine on ischemic cortex. Western blot analysis showed a marked decrease in the expression of Bax and an increase of Bcl-2 as a result of leonurine treatment. The attenuation of mitochondrial membrane swelling, restore of mitochondrial membrane potential and content of cytochrome c (Cyt-C) in mitochondria isolated from ischemic cortex could also be observed in leonurine treated group. The findings of this study suggest that leonurine has promising therapeutic effect for ischemic stroke treatment through antioxidant and anti-apoptotic mechanisms.",['https://www.jstage.jst.go.jp/article/bpb/33/12/33_12_1958/_pdf'],21139233v1,http://pdfs.semanticscholar.org/017f/a61fadd8ad48fa1be2c64602ea108aaf4647.pdf,https://semanticscholar.org/paper/017fa61fadd8ad48fa1be2c64602ea108aaf4647,['Medline'],Neuroprotective effects of leonurine on ischemia/reperfusion-induced mitochondrial dysfunctions in rat cerebral cortex.,Biological & pharmaceutical bulletin,2010
15,"[{'name': 'Li-Ming Zhao', 'ids': ['5553907']}, {'name': 'Hai-Shan Jin', 'ids': ['14833262']}, {'name': 'Liang-Peng Sun', 'ids': ['4079382']}, {'name': 'Hu-Ri Piao', 'ids': ['6566954']}, {'name': 'Zhe-Shan Quan', 'ids': ['1924821']}]",,,"['Antiplatelet Agents', 'Arachidonate 12-Lipoxygenase', 'Arachidonic Acid', 'Blood Platelet Disorders', 'Blood Platelets', 'Chalcone', 'In Vitro [Publication Type]']",d2c40211da24fd5b97fd771cddd4c4963098f744,"['a281c3fa8e0117570b24c47b95ace67d3b696a46', 'e35f37e7d4ebcbffeeffbdf60d644f68d7b6cd4a', 'cdacb932d9f4bb74197601f85d80105b199a22a7', '2c19eed0160866eb704e4ef53c4effc12704c7be', '266601ddb8ed698e7e5d098a6eccf16d90bee2e2', '15aa313b5d4159a8a0b85545aca65ee0824220ec', '2c86599e6a28e7be3df0e7df6b463791b0c41a1f', 'cc4da70aef4ee557b83015fef5343017dc734462', '2eca722064a24d5a83d2064a8eb4cd9951f822aa', '61bfdebcfd28086133c658bd9a251c91db65b79d', '0d50f554b007bb9564cd9cabba850a24dfda330f']",Bioorganic & medicinal chemistry letters,5027-9,15 22,[],"In an effort to develop potent antiplatelet agents, a series of trihydroxychalcones was synthesized and screened in vitro for their inhibitory effects on washed rabbit platelet aggregation induced by arachidonic acid (100 microM) and collagen (10 microg/ml). Of five compounds with potent inhibitory effects on arachidonic acid- and collagen-induced platelet aggregation, compound 4e was found to be the most potent. The structure-activity relationships suggested that antiplatelet activity was governed to a greater extent by the substituent on B ring of the chalcone template, and most of the active compounds had methoxy or dimethoxy groups on B ring.",[],16169724v1,,https://semanticscholar.org/paper/d2c40211da24fd5b97fd771cddd4c4963098f744,['Medline'],Synthesis and evaluation of antiplatelet activity of trihydroxychalcone derivatives.,Bioorganic & medicinal chemistry letters,2005
16,"[{'name': 'A N Frankel', 'ids': ['39947877']}]",,,"['Chernobyl Nuclear Accident', 'Clinic', 'Funding', 'Nuclear Magnetic Resonance', 'Regulation']",43fc80e75f3bd1c869ba9e6d2c6428ee25c6216b,[],Applied radiology,55-7,13 4,[],"Cost-containment regulations and possible legislative changes in the tax area are creating new environments for the acquisition of nuclear magnetic resonance (NMR) systems. Shared services, management groups, and free-standing clinics are being established. Creativity in financing will be required to assure the cost-effectiveness of NMR services.",[],10267628v1,,https://semanticscholar.org/paper/43fc80e75f3bd1c869ba9e6d2c6428ee25c6216b,['Medline'],The financing of NMR equipment.,Applied radiology,1984
17,"[{'name': 'V K Lui', 'ids': ['6801702']}, {'name': 'A H Ragab', 'ids': ['1846841']}, {'name': 'H S Findley', 'ids': ['32226080']}, {'name': 'B J Frauen', 'ids': ['12871602']}]",,,"['Bone Marrow', 'Fanconi Anemia', 'Sturge-Weber Syndrome']",616cbfca724a5d313cd917d1e4063cc0f9def827,['5e1565d2c12b8e6870f6a755020026b792ab64d6'],The Journal of pediatrics,952-4,91 6,[],,[],925829v1,,https://semanticscholar.org/paper/616cbfca724a5d313cd917d1e4063cc0f9def827,['Medline'],Bone marrow cultures in children with Fanconi anemia and the TAR syndrome.,The Journal of pediatrics,1977
18,"[{'name': 'J W Gottschalk', 'ids': ['14939194']}]",,,['Jack Device Component'],cd569bd7e537d5749eaf521e78a2a1d9b10ccee6,[],Bulletin - Cincinnati Dental Society,10-May,46 12,[],,[],17484106v1,,https://semanticscholar.org/paper/cd569bd7e537d5749eaf521e78a2a1d9b10ccee6,['Medline'],A  Bulletin interview with Dr. Jack W. Gottschalk. Interview by Frank Recker.,Bulletin - Cincinnati Dental Society,1977
19,"[{'name': 'Christine Voiron-Canicio', 'ids': ['3115133']}]",10.1007/978-3-642-38294-9_44,https://doi.org/10.1007/978-3-642-38294-9_44,"['Galaxy morphological classification', 'Mathematical morphology']",496de7e2aa6efc75b099e0328d9f584b45c16f91,[],,520-530,,[],,['https://doi.org/10.1007/978-3-642-38294-9_44'],,,https://semanticscholar.org/paper/496de7e2aa6efc75b099e0328d9f584b45c16f91,['DBLP'],"Geography, Mathematics and Mathematical Morphology",ISMM,2013
20,"[{'name': 'Christian Ginzkey', 'ids': ['5613189']}, {'name': 'Gudrun Friehs', 'ids': ['34219490']}, {'name': 'Christian Koehler', 'ids': ['39524328']}, {'name': 'Stephan Hackenberg', 'ids': ['6746321']}, {'name': 'Hans-Ullrich Voelker', 'ids': ['39170243']}, {'name': 'Elmar Richter', 'ids': ['2184305']}, {'name': 'Norbert H Kleinsasser', 'ids': ['4420410']}]",10.1016/j.toxlet.2010.04.032,https://doi.org/10.1016/j.toxlet.2010.04.032,"['Acinar Cell', 'Alkanesulfonates', 'Amylases', 'Comet Assay', 'Cubic Millimeter', 'Granule', 'Mesylates', 'Methyl Methanesulfonate', 'Nicotine', 'Organ Culture Techniques', 'Parotid Gland', 'Staining method', 'Transplanted organ', 'Tritium', 'X-Ray Exposure Time', 'Xenobiotics', 'alpha-Amylases', 'mesylate']",0c86aa05726b568482f6e3d7ce698519490c1d3d,['9356ceba606c349267425dc087ef678b470cd9f5'],Toxicology letters,69-74,197 2,[],"The aim was to demonstrate the applicability of using mini organ cultures (MOC) of the human parotid gland for indicating DNA damage by nicotine. Macroscopically healthy specimens of human parotid glands (1 mm3) were cultured for 7 d. Morphology was examined after HE and immunohistochemical staining of alpha-amylase. MOC were exposed to 2.0 mM nicotine or 100 microM methyl methane sulfonate (MMS) for 1, 2 and 3 h, followed by a regeneration period of 24 h. DNA damage was assessed by the comet assay. Histological findings demonstrated healthy acinar cells up to 8 days of culture and a strong expression pattern of alpha-amylase. Cells in the centre of mini organs showed a granular cytoplasm starting at day 3. 1-3 h nicotine exposure significantly increased DNA damage as determined by DNA in the tail (DT), with no significant differences with increasing exposure time and only a trend towards decreased values of DT after regeneration. MMS demonstrated a time-dependent increase in DNA damage and distinctly reduced DT values after regeneration. MOC may be used to study DNA damage and repair after repetitive exposure to xenobiotics. They provide additional information for in vitro studies of cells growing in an intact tissue structure.",[],20466043v1,,https://semanticscholar.org/paper/0c86aa05726b568482f6e3d7ce698519490c1d3d,['Medline'],Nicotine and methyl methane sulfonate in mini organ cultures of human parotid gland tissue.,Toxicology letters,2010
21,"[{'name': 'G Barril', 'ids': ['8001707']}, {'name': 'P Sanz', 'ids': ['1700156']}, {'name': 'M Ruperto', 'ids': ['8647094']}, {'name': 'E Bard???n', 'ids': ['11630136']}, {'name': 'P Ruiz', 'ids': ['1720649']}, {'name': 'R Selgas', 'ids': ['5701649']}]",,,"['Chronic Kidney Diseases', 'Comprehensive Health Care', 'Kidney Diseases', 'Patients', 'Retinitis Pigmentosa']",7ad29bffe02ab9b359f34c281593f8e964936acb,['610a57d29236c48404c7a745e0b55c672241150f'],Nefrologia : publicacion oficial de la Sociedad Espanola Nefrologia,33-41,26 Suppl 3,[],,[],17469425v1,,https://semanticscholar.org/paper/7ad29bffe02ab9b359f34c281593f8e964936acb,['Medline'],[Are specific pre-dialysis clinical visit necessary? Objective: comprehensive care of patients with chronic renal disease (CRD)].,Nefrologia : publicacion oficial de la Sociedad Espanola Nefrologia,2006
22,"[{'name': 'Misbau Abiola', 'ids': []}, {'name': 'Adeola O. Opesade', 'ids': ['3485298']}, {'name': 'Misbau A. Abdur-Rafiu', 'ids': []}]",,,"['Academia (organization)', 'Description', 'Inferential programming', 'Inhibition', 'Knowledge management', 'Windows legacy audio components']",386ba3cd6888629014601110308aaf9f39523d80,[],,,,"['a10b2fb452b040ee784b68b658c6e916e8893329', '15541588321479aac5d916806ec7b331b8cc407e', 'ea6b226b4ed262766b70eb5d9813529defa3a283', '42dc7dda19fea2c3e256fd496c4a82ba17386613', '88ec92ca034e1c5729591e327b30da6ff5906f33', '5b6873bf156d69c7d694ef3366da2eaf191f4dc4']","The study was designed to investigate the factors driving the academics to engage in work-related knowledge sharing activity using a conceptual model adapted from Theory of Planned Behaviour (TPB) of Ajzen (1991) and the two affective components (affective commitment and affect-based trust).A descriptive survey research design covering academics in all departments of the five faculties in The Polytechnic, Ibadan was employed.The literature review covered knowledge management KM, knowledge sharing KS and knowledge sharing behaviour KSB. Self-structured questionnaire based on the adapted model were administered as data collection instrument. Completeenumeration survey study was carried out because the total study population was about 346 lecturers and the same copies of questionnaire were distributed to the academics across the five faculties of the polytechnic of which 235 copies were returned. The data was analysed using descriptive and inferential statistics.Academics of The Polytechnic, Ibadan will be willing to share their work-related knowledge if both the factors encouraging and inhibiting sharing of knowledge with their colleagues are adequately addressed.The result shows, on one hand, that perceived behavioural control (.000) and affective commitment (.000) were significant predictors of intention to share knowledge while attitude (.066), subjective norm (.308) and affect-based trust (.694)are not.On the other hand, academics????????? intention toshare knowledge (.000) significantly",['http://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=3449&context=libphilprac'],,http://pdfs.semanticscholar.org/386b/a3cd6888629014601110308aaf9f39523d80.pdf,https://semanticscholar.org/paper/386ba3cd6888629014601110308aaf9f39523d80,[],Knowledge Sharing Behaviour of Academics in The Polytechnic Ibadan,,2015
23,"[{'name': 'S R Singer', 'ids': ['40586975']}]",,,['Health Care'],c233e5ad23af66e1da7e40d3f3f2b49a6510f58e,[],Journal of the Medical Association of Georgia,686-7,83 12,[],,[],7822957v1,,https://semanticscholar.org/paper/c233e5ad23af66e1da7e40d3f3f2b49a6510f58e,['Medline'],Making a difference in Haiti. Can-do doctors confront the agonies of health care desparation in Haiti.,Journal of the Medical Association of Georgia,1994
24,"[{'name': 'Cesar E.P. Villegas', 'ids': ['33037345']}, {'name': 'Marcos R.S. Tavares', 'ids': ['40027595']}]",,,"['Graphene', 'Graphene']",4d2ed7102abae489faa4cb3cff44a37f0e245170,[],,,,"['db46ebab619f96e89cb35c247ded165f7a51d71c', 'db9b269136c9be8a9236ba95aad2b703844685d1', '21cea5d6c147ae2a390d812f479c1f1e492d9cfb', '5790254951d588d493a7a22a300cdff48cc24967', 'b7a28f1091f1e39afd0b0bfd9039aac9ac2a3167', '3c79b95175672bcdb62101dbb4087b200123a96c', '1fe37da0a896392831be802e82d403cbc6280987', 'c9e8c3b4c93bad2122bd40887ac98ab03ebd957f', 'd7d1218095d58eb095926ba10ca54b8eb0927d01', 'f0072402edaac1f3ff7e01e75401f8d532a13166', '2aaed845443d34d7fee4af88bc1b4f1fe53196b8', '23e04f25eaabe1415a17c141c0453da00b4736f9', 'a7a0f1c8be1cbf0ceb38dfc43f1a54a9d7212bfe', '52b7feb698d4f9f4058b3c5a20edce4bddef2f39', 'df2fe5523a17816eb451796411f23026cae5d742', '39285e6a2db032805a2d0df59912aaff5aada613', '43731a7bc74a91ce6acbd96d4c47b2afe3b74b5c', '3b705556d6aa4947c6b028dd29f0c084da96bf44', '2110ca8f4ace1f684c804e25a27a54e349be20f5', '8234a73360e49b37b52c13c6ef48258368fe0648', '300f43355ae66823a815fb8b772119dd33bc9fe3', '13e93666cc95c243a3d575bdd13727740fd91ad6', '37652aed9275ac51adb5227e33c655b0ebac9a80']",,['https://cdn.intechopen.com/pdfs-wm/17520.pdf'],,http://pdfs.semanticscholar.org/4d2e/d7102abae489faa4cb3cff44a37f0e245170.pdf,https://semanticscholar.org/paper/4d2ed7102abae489faa4cb3cff44a37f0e245170,[],Single-Particle States and Elementary Excitations in Graphene Bi-Wires: Minding the Substrate,,2018
25,"[{'name': 'Arndt Vogel', 'ids': ['25128449']}, {'name': 'Henning Wege', 'ids': ['3568220']}, {'name': 'Karel Caca', 'ids': ['4535114']}, {'name': 'Bj???rn Nashan', 'ids': ['3797800']}, {'name': 'Ulf Neumann', 'ids': ['3218987']}]",10.3238/arztebl.2014.0748,https://doi.org/10.3238/arztebl.2014.0748,"['Cholangiocarcinoma', 'Cisplatin', 'FBN2 wt Allele', 'Liver carcinoma', 'Liver neoplasms', 'Neoplasm Metastasis', 'Neoplasms', 'Palliative care service', 'Patients', 'PubMed', 'Recurrent disease', 'Scientific Publication', 'Survival Rate', 'gastroenterology (field)', 'gemcitabine', 'unresectable']",3c8e5aba200ca4846ee5955c00df33460aa31eff,"['732fef0dbb11031cb04bdb993125ab73cccf244b', '9ddf8b5764cc39300d420cf8318edadd74612a3d', 'c113888854ef7c7326774ea8cc0f43d547ed93d0', '35930087f39928a05a378cea79862173e59883f4']",Deutsches Arzteblatt international,748-54,111 44,[],"BACKGROUND
Cholangiocarcinoma (CCA) is the second most common primary hepatic tumor in Germany, with about 3500 new cases per year. In recent years, its prognosis has improved because of wider resections and the establishment of local treatment and chemotherapy in the palliative situation.


METHODS
This review is based on pertinent articles that were retrieved by a selective literature search in the PubMed database with the keywords ""cholangiocarcinoma AND diagnostic OR therapy."" Articles in English or German published up to January 2014 were considered.


RESULTS
The sole curative treatment for CCA is surgery, but 40-85% of all patients have recurrent disease even after radical excision. Because of this high recurrence rate, adjuvant treatments are now under intense discussion. For unresectable CCA without distant metastases, small case series have shown that liver transplantation can yield promising survival rates of over 50% at 5 years. For many patients with CCA, however, only palliative treatments can be offered, including endoscopic clearing of the biliary pathways. Because of the low prevalence of the disease, there have been only a few phase 3 studies of palliative chemotherapy for CCA. On the basis of one positive phase 3 study, chemotherapy with gemcitabine and cisplatin is considered the standard and now plays an established role in palliative care.


CONCLUSION
CCA presents a special challenge in gastroenterology, oncology, and visceral surgery because of the difficulty in establishing the diagnosis, local complications in the biliary pathways, and a high recurrence rate after resection. Future studies should address not only the role of adjuvant chemotherapy, but also the efficacy of combined local and systemic treatment.",[],25412632v1,,https://semanticscholar.org/paper/3c8e5aba200ca4846ee5955c00df33460aa31eff,['Medline'],The diagnosis and treatment of cholangiocarcinoma.,Deutsches Arzteblatt international,2014
26,"[{'name': 'T Neuhaus', 'ids': ['34143535']}, {'name': 'J S Hager', 'ids': ['32586166']}]",,,"['Energy, Physics', 'Probability', 'Tension', 'algorithm', 'free energy']",bfdb41f977ab9309f9f87ffb3a5c1867662300e9,['1de14aced9ce125a3d01a7663f8de01b345a5c53'],"Physical review. E, Statistical, nonlinear, and soft matter physics",36702,74 3 Pt 2,[],"We present a Monte Carlo algorithm, which samples free energies of complex systems. Less probable configurations are populated with the help of a multitude of additional Gaussian weights and parallel tempering is used for efficient Monte Carlo moves within phase space. The algorithm is easily parallelized and can be applied to a wide class of problems. We discuss algorithmic performance for the case of low-temperature phase separation in two-dimensional and three-dimensional Ising models, where we determine the magnetic interface tension. Multiple Gaussian modified ensemble simulations, unlike multicanonical ensemble simulations do not require a priori knowledge of the free energy and are of similar efficiency as multicanonical ensemble and Wang-Landau simulations.",[],17025781v1,,https://semanticscholar.org/paper/bfdb41f977ab9309f9f87ffb3a5c1867662300e9,['Medline'],Free-energy calculations with multiple Gaussian modified ensembles.,"Physical review. E, Statistical, nonlinear, and soft matter physics",2006
